Unnamed: 0,Zone,State,City,Name,Type,year,time_required,G_rating,fee,Significance,reviews,Place_img,Place_img_1,Place_img_2,Place_img_3,Place_img_4
154,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,,1100,1,4.8,0,Religious,0.025,https://images.unsplash.com/photo-1598431416007-869a2a727f8b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxXYWdhaCUyMEJvcmRlcnxlbnwwfHx8fDE3MjM1NTEzNjh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1579531403068-8d6fd2b3f45d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxLZXklMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzIzODc4NjU0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1539267691846-3364593f08d0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxLZXklMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzIzODc4NjU0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1653844573020-71f77a0ccb8c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxLZXklMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzIzODc4NjU0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1714381639586-80d1f04dfb0e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxLaGFqamlhciUyMExha2V8ZW58MHx8fHwxNzIzODc4NjUxfDA&ixlib=rb-4.0.3&q=80&w=1080
155,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,,1984,3,4.5,50,Wildlife,0.2,https://images.unsplash.com/photo-1623859006907-9a455f980035?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxSb2NrJTIwR2FyZGVufGVufDB8fHx8MTcyMzU1MTM3Mnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1556116658-12666224a925?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxHcmVhdCUyMEhpbWFsYXlhbiUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjM4Nzg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1602150652836-d1e5ac87b8f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxHcmVhdCUyMEhpbWFsYXlhbiUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjM4Nzg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1551655510-555dc3be8633?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxHcmVhdCUyMEhpbWFsYXlhbiUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjM4Nzg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1698423838792-c1edab685bac?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxLZXklMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzIzODc4NjU0fDA&ixlib=rb-4.0.3&q=80&w=1080
156,Northern,Himachal Pradesh,Chamba,Chamera Lake,,,2,4.4,0,Recreational,0.01,https://images.unsplash.com/photo-1635612978150-db1d581a479c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxBbGFwcHV6aGElMjBCZWFjaHxlbnwwfHx8fDE3MjM1NTEzNzV8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1577636274301-929428ff2306?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxDaGFtZXJhJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NjF8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1439066290691-510066268af5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxDaGFtZXJhJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NjF8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1494500764479-0c8f2919a3d8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxDaGFtZXJhJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NjF8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxHcmVhdCUyMEhpbWFsYXlhbiUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjM4Nzg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080
157,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,,,2,4.5,0,Nature,0.01,https://images.unsplash.com/photo-1491497895121-1334fc14d8c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxNdW5uYXIlMjBUZWElMjBHYXJkZW5zfGVufDB8fHx8MTcyMzU1MTM3OXww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1721224688543-47e9b37249b8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxTYW5nbGElMjBWYWxsZXl8ZW58MHx8fHwxNzIzODc4NjY1fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1573527426230-e1bf3991196b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxTYW5nbGElMjBWYWxsZXl8ZW58MHx8fHwxNzIzODc4NjY1fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1721224901909-80ff009556da?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxTYW5nbGElMjBWYWxsZXl8ZW58MHx8fHwxNzIzODc4NjY1fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1473448912268-2022ce9509d8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxDaGFtZXJhJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NjF8MA&ixlib=rb-4.0.3&q=80&w=1080
158,Northern,Himachal Pradesh,Kangra,Kangra Fort,,400,2,4.4,150,Historical,0.1,https://images.unsplash.com/photo-1696966358360-f64c761e0cb5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxGb3J0JTIwS29jaGl8ZW58MHx8fHwxNzIzNTUxMzgyfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1656125781286-e839bbedbbf4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxLYW5ncmElMjBGb3J0fGVufDB8fHx8MTcyMzg3ODY2OHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1656125779243-b6583dd6c736?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxLYW5ncmElMjBGb3J0fGVufDB8fHx8MTcyMzg3ODY2OHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1656125780732-dc7bcfd0e06f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxLYW5ncmElMjBGb3J0fGVufDB8fHx8MTcyMzg3ODY2OHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1506106487742-2baf007edcfb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxTYW5nbGElMjBWYWxsZXl8ZW58MHx8fHwxNzIzODc4NjY1fDA&ixlib=rb-4.0.3&q=80&w=1080
159,Northern,Himachal Pradesh,Palampur,Tea Gardens,,1950,1.5,4.6,0,Agricultural,0.015,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxQYWRtYW5hYmhhc3dhbXklMjBUZW1wbGV8ZW58MHx8fHwxNzIzNTUxMzg2fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1491497895121-1334fc14d8c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxUZWElMjBHYXJkZW5zfGVufDB8fHx8MTcyMzg3ODY3Mnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1522747776116-64ee03be1dad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxUZWElMjBHYXJkZW5zfGVufDB8fHx8MTcyMzg3ODY3Mnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1685948704813-da5c2f351167?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxUZWElMjBHYXJkZW5zfGVufDB8fHx8MTcyMzg3ODY3Mnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1656125783177-610002304e0e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxLYW5ncmElMjBGb3J0fGVufDB8fHx8MTcyMzg3ODY2OHww&ixlib=rb-4.0.3&q=80&w=1080
160,Northern,Himachal Pradesh,Mandi,Prashar Lake,,1400,1.5,4.6,0,Nature,0.01,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzNTQ4NDgwfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1701004602456-475f175be59c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxQcmFzaGFyJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NzZ8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1701347351113-5da717be5f9a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxQcmFzaGFyJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NzZ8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1700984017339-ce0abd1a5cc9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxQcmFzaGFyJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NzZ8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1598648974217-74d27196f775?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxUZWElMjBHYXJkZW5zfGVufDB8fHx8MTcyMzg3ODY3Mnww&ixlib=rb-4.0.3&q=80&w=1080
161,Northern,Himachal Pradesh,Bir Billing,Paragliding Site,,2005,2,4.8,2500,Adventure,0.01,https://images.unsplash.com/photo-1646938691456-a03d01a8276a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxIdW1heXVuJTI3cyUyMFRvbWJ8ZW58MHx8fHwxNzIzNTQ4NDg0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1454165804606-c3d57bc86b40?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxQYXJhZ2xpZGluZyUyMFNpdGV8ZW58MHx8fHwxNzIzODc4Njc5fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1455849318743-b2233052fcff?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxQYXJhZ2xpZGluZyUyMFNpdGV8ZW58MHx8fHwxNzIzODc4Njc5fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1460925895917-afdab827c52f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxQYXJhZ2xpZGluZyUyMFNpdGV8ZW58MHx8fHwxNzIzODc4Njc5fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1692368865385-f43cac0c4a51?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxQcmFzaGFyJTIwTGFrZXxlbnwwfHx8fDE3MjM4Nzg2NzZ8MA&ixlib=rb-4.0.3&q=80&w=1080
162,Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,,,5,4.8,0,Adventure,0.01,https://images.unsplash.com/photo-1671137777317-877064fb882d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxBa3NoYXJkaGFtJTIwVGVtcGxlfGVufDB8fHx8MTcyMzU0ODQ4N3ww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1663659762869-66e26cb593eb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxUcml1bmQlMjBUcmVrfGVufDB8fHx8MTcyMzg3ODY4M3ww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1517618247143-f9fe3421c096?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxUcml1bmQlMjBUcmVrfGVufDB8fHx8MTcyMzg3ODY4M3ww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1537985885370-0d299d8ce787?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxUcml1bmQlMjBUcmVrfGVufDB8fHx8MTcyMzg3ODY4M3ww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1434030216411-0b793f4b4173?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxQYXJhZ2xpZGluZyUyMFNpdGV8ZW58MHx8fHwxNzIzODc4Njc5fDA&ixlib=rb-4.0.3&q=80&w=1080
163,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,,1980,1,4.6,0,Religious,1.3,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxXYXN0ZSUyMHRvJTIwV29uZGVyJTIwUGFya3xlbnwwfHx8fDE3MjM1NDg0OTF8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1676718912572-b3ebcff192e3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxNYW5pa2FyYW4lMjBTYWhpYnxlbnwwfHx8fDE3MjM4Nzg2ODZ8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1652501834567-937de29c4533?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxNYW5pa2FyYW4lMjBTYWhpYnxlbnwwfHx8fDE3MjM4Nzg2ODZ8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1675515642414-d99b23e2d95f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxNYW5pa2FyYW4lMjBTYWhpYnxlbnwwfHx8fDE3MjM4Nzg2ODZ8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1607367605105-835ff7a82dea?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxUcml1bmQlMjBUcmVrfGVufDB8fHx8MTcyMzg3ODY4M3ww&ixlib=rb-4.0.3&q=80&w=1080
164,Northern,Himachal Pradesh,Narkanda,Hatu Peak,,,2,4.5,0,Nature,1.1,https://images.unsplash.com/photo-1630042924275-ac0a9c2b0c8d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxKYW50YXIlMjBNYW50YXJ8ZW58MHx8fHwxNzIzNTQ4NDk0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1572290795774-0e4ccb195043?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxIYXR1JTIwUGVha3xlbnwwfHx8fDE3MjM4Nzg2OTB8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1720678747963-b91d5b733e57?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxIYXR1JTIwUGVha3xlbnwwfHx8fDE3MjM4Nzg2OTB8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1720678748239-6f8a0d28a0df?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxIYXR1JTIwUGVha3xlbnwwfHx8fDE3MjM4Nzg2OTB8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1655576022530-ebdb7d6ca1e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxNYW5pa2FyYW4lMjBTYWhpYnxlbnwwfHx8fDE3MjM4Nzg2ODZ8MA&ixlib=rb-4.0.3&q=80&w=1080
165,Northern,Himachal Pradesh,Barot,Barot Valley,,,2,4.7,0,Nature,1.2,https://images.unsplash.com/photo-1662101875545-0b0cb8b7795b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxDaGFuZG5pJTIwQ2hvd2t8ZW58MHx8fHwxNzIzNTQ4NDk3fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1686150569573-588926f1a581?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxCYXJvdCUyMFZhbGxleXxlbnwwfHx8fDE3MjM4Nzg2OTN8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1686150570896-b230e1f4ce7d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxCYXJvdCUyMFZhbGxleXxlbnwwfHx8fDE3MjM4Nzg2OTN8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1686150571336-25344b136c8f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxCYXJvdCUyMFZhbGxleXxlbnwwfHx8fDE3MjM4Nzg2OTN8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1675517674856-147bcc5a36e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxIYXR1JTIwUGVha3xlbnwwfHx8fDE3MjM4Nzg2OTB8MA&ixlib=rb-4.0.3&q=80&w=1080
166,Northern,Himachal Pradesh,Shoja,Serolsar Lake,,,2.5,4.4,0,Nature,0.9,https://images.unsplash.com/photo-1705384766432-d77804736822?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxMb3R1cyUyMFRlbXBsZXxlbnwwfHx8fDE3MjM1NDg1MDF8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1716186942511-4279e81d02ea?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxTZXJvbHNhciUyMExha2V8ZW58MHx8fHwxNzIzODc4Njk3fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1681182155066-759285d1b0c0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxTZXJvbHNhciUyMExha2V8ZW58MHx8fHwxNzIzODc4Njk3fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1683366343093-848a85e8feee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxTZXJvbHNhciUyMExha2V8ZW58MHx8fHwxNzIzODc4Njk3fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1686150570669-d4fc6295e098?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxCYXJvdCUyMFZhbGxleXxlbnwwfHx8fDE3MjM4Nzg2OTN8MA&ixlib=rb-4.0.3&q=80&w=1080
167,Northern,Himachal Pradesh,Kufri,Kufri Fun World,,1975,5,3.8,1500,Recreational,0.1,https://images.unsplash.com/photo-1705861144413-f02e38354648?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxSZWQlMjBGb3J0fGVufDB8fHx8MTcyMzU0ODUwNHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1513151233558-d860c5398176?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxLdWZyaSUyMEZ1biUyMFdvcmxkfGVufDB8fHx8MTcyMzg3ODcwMHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1476304884326-cd2c88572c5f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxLdWZyaSUyMEZ1biUyMFdvcmxkfGVufDB8fHx8MTcyMzg3ODcwMHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1472586662442-3eec04b9dbda?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxLdWZyaSUyMEZ1biUyMFdvcmxkfGVufDB8fHx8MTcyMzg3ODcwMHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1681182154975-4bad14f0a91b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxTZXJvbHNhciUyMExha2V8ZW58MHx8fHwxNzIzODc4Njk3fDA&ixlib=rb-4.0.3&q=80&w=1080
168,Northern,Uttarakhand,Nainital,Naini Lake,,,1.5,4.2,0,Nature,0.01,https://images.unsplash.com/photo-1642960058891-cadf4c509161?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxBZ3Jhc2VuJTIwa2klMjBCYW9saXxlbnwwfHx8fDE3MjM1NDg1MDh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1599208912391-fe821096b980?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxOYWluaSUyMExha2V8ZW58MHx8fHwxNzIzODc4NzA0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1659874862799-91ac98446e15?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxOYWluaSUyMExha2V8ZW58MHx8fHwxNzIzODc4NzA0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1439066290691-510066268af5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxOYWluaSUyMExha2V8ZW58MHx8fHwxNzIzODc4NzA0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1693729016213-99dc29e465de?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxLdWZyaSUyMEZ1biUyMFdvcmxkfGVufDB8fHx8MTcyMzg3ODcwMHww&ixlib=rb-4.0.3&q=80&w=1080
